property_id,id,displayPrice,deedDate,newBuild,tenure,percentageChange
1453621|16|,20808913LR,"£540,000",2024-02-28,False,Freehold,
1288910||46,21462016ROS,"£160,000",2023-03-02,False,,-17.0
1288910||46,20196064ROS,"£193,000",2017-07-05,False,,
34264|18|,25546935LR,"£200,000",2015-12-10,False,Leasehold,
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",14680321LR,"£280,000",2021-07-09,False,Leasehold,47.0
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",54378285LR,"£190,000",2015-10-23,False,Leasehold,41.0
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",54378087LR,"£135,000",2001-06-28,False,Leasehold,73.0
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",54378006LR,"£78,000",1997-03-18,False,Leasehold,
4708224|15|APARTMENT 23,90387963LR,"£109,995",2019-11-11,True,Leasehold,
268872|40|,17361502LR,"£310,500",2022-09-12,False,Leasehold,170.0
268872|40|,41523804LR,"£115,000",2002-07-26,False,Leasehold,
915188|25|APARTMENT 203,21555028LR,"£2,600,000",2022-06-07,True,Leasehold,
4326883|6|APARTMENT 1.11,94160445LR,"£8,750,000",2023-04-03,True,Leasehold,
544748|6|,19926037LR,"£1,830,000",2023-10-27,False,Freehold,88.0
544748|6|,57051999LR,"£975,000",2013-11-22,False,Freehold,
1552726|CLARENCE GATE GARDENS|FLAT 176,93370587LR,"£1,540,000",2022-03-18,False,Leasehold,
"4377166|ERRINGTON HOUSE, 4|FLAT 48",21782095LR,"£933,625",2023-07-26,True,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 25",14843776LR,"£1,830,000",2020-11-27,True,Leasehold,
278204|68|,19197484LR,"£1,365,000",2022-03-11,False,Freehold,
707456|50|,21494383LR,"£328,750",2023-04-05,False,Freehold,370.0
707456|50|,68808411LR,"£70,000",1997-06-20,False,Freehold,
4848717|LIONGATE HOUSE|FLAT 3,17378182LR,"£260,000",2022-09-08,True,Leasehold,
1005000|230|,19361287LR,"£525,000",2023-11-21,False,Freehold,166.0
1005000|230|,28977630LR,"£197,000",2003-04-30,False,Freehold,31.0
1005000|230|,28977618LR,"£149,950",2000-12-15,False,Freehold,
865307|66|,13050742LR,"£562,500",2020-09-03,False,Freehold,
865222|2|,91698885LR,"£1,250,000",2020-09-04,False,Freehold,63.0
865222|2|,80421567LR,"£765,000",2013-02-21,False,Freehold,337.0
865222|2|,80421408LR,"£175,000",1995-12-14,False,Freehold,
1251969|59|,91698930LR,"£257,500",2020-09-04,False,Freehold,268.0
1251969|59|,80436603LR,"£70,000",1999-04-30,False,Freehold,
1660772|5|FLAT 1,91698873LR,"£292,500",2020-09-10,False,Leasehold,17.0
1660772|5|FLAT 1,80416857LR,"£250,000",2015-09-25,False,Leasehold,
865216|7B|,91698879LR,"£465,000",2020-09-11,False,Leasehold,79.0
865216|7B|,80420697LR,"£260,000",2009-10-09,False,Leasehold,13.0
865216|7B|,80420649LR,"£230,500",2003-06-09,False,Leasehold,29.0
865216|7B|,80420634LR,"£179,000",2002-01-25,False,Leasehold,74.0
865216|7B|,80420586LR,"£103,000",1998-05-28,False,Leasehold,
"1804255|TIMES SQUARE, 2|FLAT 11",11718529LR,"£245,000",2020-09-11,False,Leasehold,
865221|36|,91698882LR,"£935,000",2020-09-11,False,Freehold,8.0
865221|36|,80421393LR,"£865,000",2015-06-08,False,Freehold,78.0
865221|36|,80421378LR,"£485,000",2005-12-15,False,Freehold,162.0
865221|36|,80421363LR,"£185,000",1998-09-25,False,Freehold,
865229|5|UPPER BLUNDESTON,17228698LR,"£370,000",2020-09-11,False,Leasehold,
865271|3|,11718547LR,"£680,000",2020-09-16,False,Freehold,144.0
865271|3|,80425008LR,"£279,212",2006-12-19,False,Freehold,16.0
865271|3|,80424972LR,"£241,000",1999-03-25,False,Freehold,
1610314|3|FLAT 2,91698897LR,"£231,000",2020-09-16,False,Leasehold,36.0
1610314|3|FLAT 2,90742674LR,"£170,000",2020-01-06,False,Leasehold,162.0
1610314|3|FLAT 2,80422674LR,"£64,950",1998-09-28,False,Leasehold,
865268|8|,91944900LR,"£770,000",2020-09-17,False,Freehold,14.0
865268|8|,80424870LR,"£675,000",2016-05-06,False,Freehold,78.0
865268|8|,80424855LR,"£380,000",2013-09-05,False,Freehold,23.0
865268|8|,80424831LR,"£310,000",2009-05-22,False,Freehold,
865253|4|,91698903LR,"£875,000",2020-09-18,False,Freehold,94.0
865253|4|,80423805LR,"£450,000",2010-02-17,False,Freehold,25.0
865253|4|,80423790LR,"£360,000",2006-02-27,False,Freehold,
1251946|89|,11718556LR,"£915,000",2020-09-22,False,Freehold,5.0
1251946|89|,88308834LR,"£870,000",2016-07-05,False,Freehold,74.0
1251946|89|,80426472LR,"£499,950",2009-10-16,False,Freehold,
1397873|7|,11718541LR,"£735,000",2020-09-25,False,Freehold,67.0
1397873|7|,80424297LR,"£440,000",2004-04-30,False,Freehold,47.0
1397873|7|,80424276LR,"£300,000",2000-12-13,False,Freehold,
1251946|111|,91698909LR,"£980,000",2020-09-25,False,Freehold,
865362|24|,92231202LR,"£1,725,000",2020-09-25,False,Freehold,37.0
865362|24|,80437518LR,"£1,260,000",2010-07-15,False,Freehold,404.0
865362|24|,80437485LR,"£250,000",1996-09-17,False,Freehold,
1251924|8|,91944891LR,"£860,000",2020-09-28,False,Freehold,126.0
1251924|8|,80423532LR,"£380,000",2002-01-15,False,Freehold,46.0
1251924|8|,80423523LR,"£260,000",2001-04-30,False,Freehold,
1251940|54|,11718550LR,"£340,000",2020-09-28,False,Freehold,580.0
1251940|54|,80425206LR,"£50,000",2000-10-13,False,Freehold,
865223|3|,91698888LR,"£661,000",2020-09-28,False,Freehold,11.0
865223|3|,55085192LR,"£594,000",2017-09-15,False,Freehold,35.0
865223|3|,80421756LR,"£440,000",2013-08-23,False,Freehold,
"865303|SANDSTONE QUARRY, 3|APARTMENT 5",12498730LR,"£450,000",2020-09-29,True,Leasehold,
1251959|42|,91944921LR,"£270,000",2020-09-29,False,Freehold,4.0
1251959|42|,7032148LR,"£260,000",2018-04-18,False,Freehold,71.0
1251959|42|,80430966LR,"£152,000",2006-02-10,False,Freehold,6.0
1251959|42|,80430957LR,"£143,000",2004-02-12,False,Freehold,
865168|VALE HOUSE|16,19114561LR,"£270,000",2020-09-30,True,Leasehold,
865271|9D|,17228710LR,"£490,000",2020-09-30,True,Freehold,
"4696017|LANSDOWNE VILLA, 23|APARTMENT 3",14820427LR,"£270,000",2020-09-30,True,Leasehold,
865168|VALE HOUSE|9,14472406LR,"£270,000",2020-09-30,True,Leasehold,
"76475|PARK MANSIONS, 18 - 20|FLAT 11",20073352LR,"£245,000",2023-11-21,False,Leasehold,
1428659|MANDALAY COURT|FLAT 77,20323753LR,"£245,000",2023-11-22,False,Leasehold,67.0
1428659|MANDALAY COURT|FLAT 77,28976382LR,"£147,000",2011-08-30,False,Leasehold,
1005033|5|,20073532LR,"£374,000",2023-11-22,False,Freehold,12.0
1005033|5|,11552371LR,"£335,000",2020-09-25,False,Freehold,
76631|4|,20073454LR,"£1,400,000",2023-11-23,False,Freehold,56.0
76631|4|,28957674LR,"£900,000",2015-09-25,False,Freehold,75.0
76631|4|,28957656LR,"£515,000",2003-08-14,False,Freehold,108.0
76631|4|,28957644LR,"£247,500",1997-09-16,False,Freehold,
76610|BEECHWOOD|15,19808251LR,"£310,000",2023-11-23,False,Leasehold,22.0
76610|BEECHWOOD|15,56573606LR,"£255,000",2019-10-17,False,Leasehold,
76730|36|,19630288LR,"£475,000",2023-11-24,False,Freehold,111.0
76730|36|,28969206LR,"£225,000",2011-12-16,False,Freehold,
76873|21|,93982935LR,"£395,200",2023-11-24,False,Freehold,98.0
76873|21|,28984764LR,"£200,000",2007-04-11,False,Freehold,239.0
76873|21|,28984695LR,"£59,000",1995-03-24,False,Freehold,
76397|12|,93982797LR,"£370,000",2023-11-24,False,Freehold,
76720|12|,20073475LR,"£442,500",2023-11-24,False,Freehold,
76794|THE PRIORY|29,93982911LR,"£250,000",2023-11-27,False,Leasehold,9.0
76794|THE PRIORY|29,28975890LR,"£230,000",2015-01-26,False,Leasehold,
76528|45|FLAT 3,93982833LR,"£215,000",2023-11-27,False,Leasehold,34.0
76528|45|FLAT 3,28941537LR,"£160,000",2015-07-29,False,Leasehold,10.0
76528|45|FLAT 3,28941441LR,"£145,000",2006-12-19,False,Leasehold,53.0
76528|45|FLAT 3,28941384LR,"£95,000",2003-04-24,True,Leasehold,
1304056|42|FLAT 3,19808038LR,"£435,000",2023-11-27,False,Leasehold,174.0
1304056|42|FLAT 3,28886595LR,"£158,500",2001-11-21,False,Leasehold,
76121|21 - 22|FLAT 9,19630147LR,"£327,500",2023-11-27,False,Leasehold,94.0
76121|21 - 22|FLAT 9,28880052LR,"£168,500",2009-03-25,False,Leasehold,-14.0
76121|21 - 22|FLAT 9,28880007LR,"£195,500",2006-01-06,False,Leasehold,23.0
76121|21 - 22|FLAT 9,28879974LR,"£158,692",2003-08-12,False,Leasehold,205.0
76121|21 - 22|FLAT 9,28879887LR,"£52,000",1997-04-23,False,Leasehold,
1428604|179|FLAT 1,20323684LR,"£365,000",2023-11-28,False,Leasehold,356.0
1428604|179|FLAT 1,28943103LR,"£80,000",1999-09-17,False,Leasehold,
76817|34|,20323762LR,"£435,000",2023-11-28,False,Freehold,
1638634|THE PRIORY|59,20073502LR,"£285,000",2023-11-28,False,Leasehold,54.0
1638634|THE PRIORY|59,28976037LR,"£185,000",2012-07-27,False,Leasehold,
1673218|42|GROUND FLOOR FLAT,19630126LR,"£380,000",2023-11-29,False,Leasehold,109.0
1673218|42|GROUND FLOOR FLAT,28877049LR,"£182,000",2009-02-13,False,Leasehold,146.0
1673218|42|GROUND FLOOR FLAT,28876968LR,"£74,000",1998-11-13,False,Leasehold,7.0
1673218|42|GROUND FLOOR FLAT,28876941LR,"£69,450",1997-12-31,False,Leasehold,
76792|BOURNE COURT|FLAT 19,93982908LR,"£240,000",2023-11-29,False,Leasehold,60.0
76792|BOURNE COURT|FLAT 19,28975689LR,"£150,000",2006-05-25,False,Leasehold,230.0
76792|BOURNE COURT|FLAT 19,28975650LR,"£45,500",1997-08-01,False,Leasehold,
1004839|68|,19808146LR,"£400,000",2023-11-30,False,Leasehold,27.0
1004839|68|,55142969LR,"£315,000",2017-10-10,False,Leasehold,43.0
1004839|68|,28916037LR,"£221,000",2011-06-27,False,Leasehold,36.0
1004839|68|,28915899LR,"£162,000",2003-10-01,False,Leasehold,
"76530|BELLE VUE COURT, 21 - 22|10",20073385LR,"£300,000",2023-11-30,False,Leasehold,344.0
"76530|BELLE VUE COURT, 21 - 22|10",28941975LR,"£67,500",1999-11-01,False,Leasehold,
"76530|BELLE VUE COURT, 21 - 22|20",19630243LR,"£330,000",2023-11-30,False,Leasehold,78.0
"76530|BELLE VUE COURT, 21 - 22|20",28942245LR,"£185,000",2012-03-02,False,Leasehold,
76070|CAVENDISH HOUSE|11,19808002LR,"£175,000",2023-11-30,False,Leasehold,503.0
76070|CAVENDISH HOUSE|11,28871091LR,"£29,020",1997-07-04,False,Leasehold,
1004839|74|FIRST AND SECOND FLOORS MAISONETTE,22705972LR,"£387,500",2023-12-01,False,Leasehold,
76874|56|,20323789LR,"£375,000",2023-12-01,False,Freehold,
1646588|23|,16179421LR,"£640,000",2022-09-08,False,Leasehold,33.0
1646588|23|,44796033LR,"£480,000",2013-06-28,False,Leasehold,33.0
1646588|23|,44796021LR,"£360,000",2009-04-24,False,Leasehold,8.0
1646588|23|,44795988LR,"£332,000",2006-02-03,True,Leasehold,
348059|101|,16486465LR,"£335,000",2022-09-08,False,Freehold,88.0
348059|101|,44760024LR,"£178,000",2009-09-03,False,Freehold,59.0
348059|101|,44760009LR,"£112,000",2005-12-15,False,Freehold,0.0
348059|101|,44759988LR,"£112,000",2001-03-30,False,Freehold,
348452|PILGRIM HOUSE|8,16179367LR,"£312,500",2022-09-08,False,Leasehold,89.0
348452|PILGRIM HOUSE|8,44786262LR,"£165,000",2007-03-13,False,Leasehold,3.0
348452|PILGRIM HOUSE|8,44786256LR,"£160,000",2002-08-16,False,Leasehold,55.0
348452|PILGRIM HOUSE|8,44786241LR,"£103,175",1998-03-09,False,Leasehold,53.0
348452|PILGRIM HOUSE|8,44786226LR,"£67,500",1995-08-11,False,Leasehold,
1093142|22|,16179406LR,"£527,500",2022-09-08,False,Freehold,148.0
1093142|22|,44792262LR,"£213,000",2001-12-14,False,Freehold,163.0
1093142|22|,44792166LR,"£81,000",1995-12-15,False,Freehold,
1093120|16|,16486582LR,"£675,000",2022-09-09,False,Freehold,
1490998|74|,16486468LR,"£610,000",2022-09-09,False,Freehold,
348505|36|,16179403LR,"£577,000",2022-09-09,False,Freehold,79.0
348505|36|,44790363LR,"£321,500",2012-11-13,False,Freehold,61.0
348505|36|,44790258LR,"£200,000",2002-09-23,False,Freehold,
348128|170|,18286039LR,"£550,000",2022-09-09,False,Freehold,
4848717|LIONGATE HOUSE|FLAT 92,17378185LR,"£435,000",2022-09-12,True,Leasehold,
1491102|49|,16486609LR,"£653,225",2022-09-12,False,Freehold,21.0
1491102|49|,55852973LR,"£540,000",2018-06-05,False,Freehold,89.0
1491102|49|,44793567LR,"£285,000",2006-06-30,False,Freehold,14.0
1491102|49|,44793534LR,"£250,000",2003-12-08,False,Freehold,32.0
1491102|49|,44793501LR,"£189,950",2000-08-04,False,Freehold,76.0
1491102|49|,44793462LR,"£108,000",1997-02-25,False,Freehold,81.0
1491102|49|,44793459LR,"£59,800",1996-12-16,False,Freehold,
348500|29|,16179391LR,"£533,750",2022-09-12,False,Freehold,33.0
348500|29|,44789817LR,"£400,000",2014-09-01,False,Freehold,37.0
348500|29|,44789784LR,"£292,500",2008-01-16,False,Freehold,
4664414|SCHOLARS COURT|FLAT 3,16772485LR,"£360,000",2022-09-13,False,Leasehold,-10.0
4664414|SCHOLARS COURT|FLAT 3,6137677LR,"£400,000",2017-12-01,True,Leasehold,
348479|43|,16179382LR,"£665,000",2022-09-13,False,Freehold,60.0
348479|43|,44789049LR,"£415,000",2013-06-14,False,Freehold,0.0
348479|43|,44789028LR,"£415,000",2012-05-31,False,Freehold,225.0
348479|43|,44788884LR,"£127,500",1999-01-29,False,Freehold,
1093142|35|,18286108LR,"£550,000",2022-09-15,False,Freehold,583.0
1093142|35|,44792160LR,"£80,500",1995-11-24,False,Freehold,
4848717|LIONGATE HOUSE|FLAT 62,19432264LR,"£340,000",2022-09-15,True,Leasehold,
1646587|16|,16486546LR,"£290,000",2022-09-15,False,Leasehold,123.0
1646587|16|,44781492LR,"£130,000",2001-12-20,False,Leasehold,
348367|69|FLAT 8,16772467LR,"£240,500",2022-09-15,False,Leasehold,92.0
348367|69|FLAT 8,44779578LR,"£125,000",2001-06-19,False,Leasehold,84.0
348367|69|FLAT 8,44779521LR,"£68,000",1999-01-29,False,Leasehold,42.0
348367|69|FLAT 8,44779494LR,"£48,000",1995-11-17,False,Leasehold,
348537|3|,16486618LR,"£570,000",2022-09-15,False,Freehold,10.0
348537|3|,4523098LR,"£520,000",2016-11-03,False,Freehold,33.0
348537|3|,44794446LR,"£390,000",2013-11-08,False,Freehold,16.0
348537|3|,44794434LR,"£337,500",2010-08-04,False,Freehold,49.0
348537|3|,44794386LR,"£226,000",2000-09-15,False,Freehold,109.0
348537|3|,44794368LR,"£108,000",1998-06-30,False,Freehold,
348240|59|,16486501LR,"£945,000",2022-09-16,False,Freehold,182.0
348240|59|,44772063LR,"£335,000",2001-08-03,False,Freehold,
1092993|33|,16486456LR,"£500,000",2022-09-16,False,Freehold,74.0
1092993|33|,44757492LR,"£288,000",2009-06-19,True,Freehold,
"4899611|ALVASTON, 3|FLAT 5",20136379LR,"£400,000",2022-09-20,True,Leasehold,
1093027|THISTLEDOWN|,17044858LR,"£1,395,000",2022-09-20,False,Freehold,526.0
1093027|THISTLEDOWN|,44764281LR,"£223,000",1995-06-01,False,Freehold,
3582401|WEY CORNER|FLAT 47,17045011LR,"£357,000",2022-09-22,False,Leasehold,5.0
3582401|WEY CORNER|FLAT 47,8923264LR,"£340,000",2018-10-31,True,Leasehold,
"4899611|ALVASTON, 3|FLAT 4",19876723LR,"£400,000",2022-09-22,True,Leasehold,
3738899|17|,21494377LR,"£475,000",2023-04-05,False,Freehold,
"4778111|PICTURE HOUSE, 1|FLAT 50",21230314LR,"£339,950",2023-04-05,True,Leasehold,
3620511|LATIMER COURT|FLAT 5,18371680LR,"£257,000",2023-04-06,False,Leasehold,35.0
3620511|LATIMER COURT|FLAT 5,68838771LR,"£190,000",2007-09-28,False,Leasehold,6.0
3620511|LATIMER COURT|FLAT 5,68838717LR,"£179,995",2003-10-15,True,Leasehold,
1378972|93|,93670206LR,"£390,000",2023-04-06,False,Freehold,189.0
1378972|93|,68808555LR,"£135,000",2001-09-24,False,Freehold,
1204992|8|,18371617LR,"£570,000",2023-04-06,False,Freehold,17.0
1204992|8|,68813241LR,"£485,250",2015-07-02,False,Freehold,43.0
1204992|8|,68813217LR,"£340,000",2007-12-13,False,Freehold,46.0
1204992|8|,68813190LR,"£232,500",2003-11-18,False,Freehold,
1205050|49|,18371656LR,"£355,000",2023-04-06,False,Freehold,27.0
1205050|49|,88541940LR,"£280,000",2016-08-26,False,Freehold,
707429|25|,93670194LR,"£350,000",2023-04-11,False,Freehold,0.0
707429|25|,21230389LR,"£350,000",2023-04-11,False,Freehold,
1204942|115 - 117|FLAT 8,93670170LR,"£215,000",2023-04-13,False,Leasehold,41.0
1204942|115 - 117|FLAT 8,68800338LR,"£152,000",2014-01-03,False,Leasehold,11.0
1204942|115 - 117|FLAT 8,68800302LR,"£137,500",2004-02-02,False,Leasehold,6.0
1204942|115 - 117|FLAT 8,68800290LR,"£130,000",2003-03-25,False,Leasehold,57.0
1204942|115 - 117|FLAT 8,68800266LR,"£82,950",2001-03-23,False,Leasehold,48.0
1204942|115 - 117|FLAT 8,68800227LR,"£56,000",1998-07-31,False,Leasehold,29.0
1204942|115 - 117|FLAT 8,68800203LR,"£43,500",1996-09-06,False,Leasehold,
707822|98|,93670311LR,"£347,000",2023-04-13,False,Freehold,78.0
707822|98|,68843589LR,"£195,000",2010-07-26,False,Freehold,20.0
707822|98|,68843529LR,"£162,000",2003-05-27,False,Freehold,
1204965|58|,21767506LR,"£386,000",2023-04-13,False,Freehold,
1573898|37|,93898728LR,"£380,000",2023-04-14,False,Freehold,10.0
1573898|37|,13486975LR,"£345,000",2021-06-14,False,Freehold,1.0
1573898|37|,4352878LR,"£340,000",2016-05-27,False,Freehold,57.0
1573898|37|,68844174LR,"£217,000",2011-08-26,False,Freehold,29.0
1573898|37|,68844072LR,"£168,750",2003-06-09,False,Freehold,164.0
1573898|37|,68843985LR,"£64,000",1997-04-10,False,Freehold,
1205110|DUNVEGAN HOUSE|FLAT 14,19280683LR,"£180,000",2023-04-14,False,Leasehold,57.0
1205110|DUNVEGAN HOUSE|FLAT 14,68842554LR,"£115,000",2006-11-10,False,Leasehold,5.0
1205110|DUNVEGAN HOUSE|FLAT 14,68842524LR,"£110,000",2002-11-01,False,Leasehold,
707393|HOATH FARM COTTAGE|,19536958LR,"£490,000",2023-04-14,False,Freehold,
707287|REDLIN COURT|FLAT 34,19077271LR,"£72,000",2023-04-14,False,Leasehold,-17.0
707287|REDLIN COURT|FLAT 34,68791389LR,"£86,500",2002-07-22,False,Leasehold,
1378991|8|,93670251LR,"£480,000",2023-04-14,False,Freehold,
707316|58|,93670161LR,"£452,500",2023-04-17,False,Freehold,353.0
707316|58|,68794371LR,"£100,000",1999-12-17,False,Freehold,
1752753|EDWARD HOUSE|FLAT 17,93898746LR,"£390,000",2023-04-17,False,Leasehold,57.0
1752753|EDWARD HOUSE|FLAT 17,68849973LR,"£248,000",2001-12-20,True,Leasehold,
707164|105|,93670131LR,"£250,000",2023-04-17,False,Leasehold,227.0
707164|105|,68784807LR,"£76,500",1999-05-21,False,Leasehold,38.0
707164|105|,68784657LR,"£55,500",1995-10-24,False,Leasehold,
1573827|6|,93670212LR,"£390,000",2023-04-19,False,Freehold,77.0
1573827|6|,68811531LR,"£220,000",2013-11-11,False,Freehold,
4107001|HERON COTTAGES|4,22602220LR,"£555,000",2023-04-20,False,Freehold,20.0
4107001|HERON COTTAGES|4,90193050LR,"£462,500",2017-06-30,True,Freehold,
1205101|1|,93898716LR,"£420,000",2023-04-21,False,Freehold,
1378973|30|,18371605LR,"£590,000",2023-04-21,False,Freehold,151.0
1378973|30|,6743965LR,"£235,000",2018-02-14,False,Freehold,
1205111|19B|,21767632LR,"£265,000",2023-04-21,False,Leasehold,4.0
1205111|19B|,90701001LR,"£256,000",2020-02-06,False,Leasehold,9.0
1205111|19B|,68843184LR,"£235,000",2015-10-27,False,Leasehold,26.0
1205111|19B|,68843142LR,"£187,000",2013-06-07,False,Leasehold,4.0
1205111|19B|,68843136LR,"£180,000",2013-02-13,False,Leasehold,
1378990|36|,19077370LR,"£438,000",2023-04-21,False,Freehold,278.0
1378990|36|,68823756LR,"£115,950",1998-05-29,False,Freehold,
278337|18|,93262392LR,"£3,750,000",2022-03-14,False,Freehold,61.0
278337|18|,42432438LR,"£2,325,000",2014-06-27,False,Freehold,
"3589655|GARDNER COURT, 1|FLAT 25",14949094LR,"£520,000",2022-03-14,False,Leasehold,93.0
"3589655|GARDNER COURT, 1|FLAT 25",42438666LR,"£270,000",2003-03-14,True,Leasehold,
4251833|264|,19422034LR,"£695,000",2022-03-18,False,Leasehold,
"1736609|THE NAUTILUS BUILDING, 3|FLAT 47",15854365LR,"£950,000",2022-03-18,False,Leasehold,46.0
"1736609|THE NAUTILUS BUILDING, 3|FLAT 47",42429030LR,"£650,000",2010-12-03,False,Leasehold,33.0
"1736609|THE NAUTILUS BUILDING, 3|FLAT 47",42428937LR,"£490,000",2001-11-09,False,Leasehold,
1475114|47|FLAT 1,15246484LR,"£783,000",2022-03-18,False,Leasehold,9.0
1475114|47|FLAT 1,6389869LR,"£718,845",2018-02-21,False,Leasehold,224.0
1475114|47|FLAT 1,42451743LR,"£222,000",2001-11-12,False,Leasehold,
1290803|1|FLAT 3,92971257LR,"£525,000",2022-03-23,False,Leasehold,54.0
1290803|1|FLAT 3,42420612LR,"£340,000",2006-11-22,True,Leasehold,
278742|QUAKER COURT|FLAT 66,15246454LR,"£260,000",2022-03-25,False,Leasehold,
"278412|CITY APPROACH, 190|FLAT 37",20839999LR,"£2,520,000",2022-03-25,False,Leasehold,
"4704129|CARRARA TOWER, 1|APARTMENT 230",19197499LR,"£1,850,000",2022-03-25,True,Leasehold,
"1681769|DOVER COURT, 201|FLAT 42",18000316LR,"£550,000",2022-03-29,False,Leasehold,269.0
"1681769|DOVER COURT, 201|FLAT 42",42440607LR,"£149,000",1998-10-30,True,Leasehold,
277814|37|FLAT 202,92971251LR,"£800,000",2022-03-29,False,Leasehold,5.0
277814|37|FLAT 202,42418767LR,"£765,000",2012-12-05,False,Leasehold,94.0
277814|37|FLAT 202,42418695LR,"£395,000",2004-08-13,True,Leasehold,
1475054|12|,15549892LR,"£1,850,000",2022-03-30,False,Freehold,561.0
1475054|12|,42447471LR,"£280,000",1998-01-23,False,Freehold,
1475054|10|FLAT 2,17695615LR,"£635,000",2022-03-30,False,Leasehold,154.0
1475054|10|FLAT 2,42447309LR,"£249,765",2000-02-02,True,Leasehold,
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",16168372LR,"£742,500",2022-03-31,False,Leasehold,14.0
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437985LR,"£650,000",2015-01-12,False,Leasehold,51.0
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437964LR,"£430,000",2010-06-23,False,Leasehold,47.0
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437907LR,"£293,000",2002-08-09,False,Leasehold,9.0
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437844LR,"£269,995",2000-09-11,True,Leasehold,
4162041|351|FLAT 5,14949100LR,"£385,000",2022-03-31,False,Leasehold,
"4773320|CARRARA TOWER, 1|APARTMENT 197",93571785LR,"£823,500",2022-03-31,True,Leasehold,
"4665332|THE ASKEW BUILDING, 50|APARTMENT 0.3",19197418LR,"£1,480,000",2022-03-31,True,Leasehold,
1474950|3|FLAT A,15854368LR,"£750,000",2022-04-01,False,Leasehold,52.0
1474950|3|FLAT A,42429138LR,"£495,000",2013-09-02,False,Leasehold,
"278285|NEW RIVER HEAD, 173|APARTMENT 19",14949007LR,"£1,295,000",2022-04-04,False,Leasehold,160.0
"278285|NEW RIVER HEAD, 173|APARTMENT 19",42430662LR,"£499,000",2002-05-31,False,Leasehold,34.0
"278285|NEW RIVER HEAD, 173|APARTMENT 19",42430644LR,"£372,500",1998-01-12,True,Leasehold,
1070782|56|,14949133LR,"£650,000",2022-04-04,False,Leasehold,103.0
1070782|56|,42450003LR,"£320,000",2006-09-19,False,Leasehold,94.0
1070782|56|,42449994LR,"£165,000",1999-06-22,False,Leasehold,
"1070504|THE RED HOUSE, 49 - 53|FLAT 6",92971260LR,"£716,000",2022-04-06,False,Leasehold,6.0
"1070504|THE RED HOUSE, 49 - 53|FLAT 6",9200893LR,"£675,000",2019-03-01,False,Leasehold,408.0
"1070504|THE RED HOUSE, 49 - 53|FLAT 6",42421827LR,"£133,000",1996-07-29,False,Leasehold,
"3581948|THE COURTYARD, 154|FLAT 20",15246427LR,"£465,000",2022-04-07,False,Leasehold,31.0
"3581948|THE COURTYARD, 154|FLAT 20",42441987LR,"£355,000",2007-06-25,False,Leasehold,42.0
"3581948|THE COURTYARD, 154|FLAT 20",42441957LR,"£249,995",2003-06-10,False,Leasehold,16.0
"3581948|THE COURTYARD, 154|FLAT 20",42441873LR,"£215,995",2002-11-27,True,Leasehold,
278642|BAYER HOUSE|FLAT 27,14949124LR,"£660,000",2022-04-08,False,Leasehold,
277848|69 - 71|FLAT 1,20375617LR,"£955,000",2022-04-12,False,Leasehold,
"1274573|PARAMOUNT COURT, 41|FLAT 78",12230818LR,"£684,825",2020-11-27,False,Leasehold,204.0
"1274573|PARAMOUNT COURT, 41|FLAT 78",84880383LR,"£225,000",2003-04-17,False,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 32",93485253LR,"£1,744,000",2020-11-27,True,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 16",17590849LR,"£1,186,000",2020-11-27,True,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 17",19779829LR,"£1,344,200",2020-11-30,True,Leasehold,
1274769|8B|FLAT E,91962927LR,"£1,050,000",2020-11-30,False,Leasehold,54.0
1274769|8B|FLAT E,84893547LR,"£682,500",2008-08-26,False,Leasehold,113.0
1274769|8B|FLAT E,84893523LR,"£320,000",2004-03-09,False,Leasehold,122.0
1274769|8B|FLAT E,84893493LR,"£144,200",1996-04-11,False,Leasehold,
4769637|PETERBOROUGH HOUSE|FLAT 14,13795576LR,"£1,355,000",2020-11-30,False,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 13",17899912LR,"£1,198,500",2020-11-30,True,Leasehold,
1274487|LYTTON COURT|FLAT 9,92251278LR,"£620,000",2020-11-30,False,Leasehold,231.0
1274487|LYTTON COURT|FLAT 9,84877665LR,"£187,500",1998-07-29,False,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 35",13795579LR,"£1,700,000",2020-11-30,False,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 37",93485259LR,"£1,425,000",2020-12-01,True,Leasehold,
4769637|PETERBOROUGH HOUSE|FLAT 36,21299785LR,"£1,800,000",2020-12-02,True,Leasehold,
